# task_id: 20
# description: Forward fall when trying to sit down
# category: Sitting Transitions
# age: 32
# height_m: 1.75
# sex: male
# weight_kg: 82.0
# date: 2026-04-14T14:36:46.401836
# task: 20 - Forward fall when trying to sit down
timestamp,accel_x,accel_y,accel_z,accel_raw_x,accel_raw_y,accel_raw_z,gyro_x,gyro_y,gyro_z,pelvis_height,impact_force,fall_detected
7.0133,1.063229,9.513451,-1.06047,0.94366,10.66794,0.635307,-0.042548,0.210135,0.171909,0.927031,0.0,0
7.0233,1.073435,9.51612,-1.057662,1.209176,9.755987,3.172208,-0.106465,0.187627,0.180445,0.929535,0.0,0
7.0333,1.083641,9.518789,-1.054855,1.474691,8.844035,5.709109,-0.170382,0.165119,0.188981,0.932039,0.0,0
7.0433,1.088536,9.537647,-1.027182,1.58337,8.482916,5.659051,-0.1984,0.14907,0.177432,0.932481,0.0,0
7.0533,1.093431,9.556504,-0.99951,1.692048,8.121797,5.608994,-0.226418,0.13302,0.165883,0.932923,0.0,0
7.0633,1.098325,9.575362,-0.971838,1.800726,7.760678,5.558937,-0.254436,0.116971,0.154334,0.933365,0.0,0
7.0733,1.101687,9.592056,-0.937335,1.719482,7.506494,4.622835,-0.26163,0.095073,0.121802,0.932914,0.0,0
7.0833,1.104283,9.607667,-0.899417,1.543278,7.305778,3.24371,-0.258412,0.07025,0.078778,0.932015,0.0,0
7.0933,1.106879,9.623279,-0.861498,1.367074,7.105061,1.864586,-0.255193,0.045427,0.035754,0.931116,0.0,0
7.1033,1.105042,9.639231,-0.824849,1.288782,7.284703,0.590151,-0.249809,0.023105,-0.001241,0.930512,0.0,0
7.1133,1.094341,9.655864,-0.790738,1.406316,8.225061,-0.474906,-0.240094,0.005785,-0.02618,0.930498,0.0,0
7.1233,1.08364,9.672497,-0.756627,1.52385,9.165418,-1.539963,-0.230379,-0.011535,-0.051118,0.930484,0.0,0
7.1333,1.072938,9.68913,-0.722517,1.641384,10.105775,-2.605019,-0.220664,-0.028855,-0.076056,0.930469,0.0,0
7.1433,1.05632,9.691458,-0.701119,1.665239,10.054524,-1.869167,-0.209064,-0.030714,-0.068634,0.930538,0.0,0
7.1533,1.039702,9.693785,-0.679722,1.689094,10.003273,-1.133314,-0.197464,-0.032574,-0.061212,0.930607,0.0,0
7.1633,1.023084,9.696113,-0.658324,1.712949,9.952021,-0.397462,-0.185863,-0.034433,-0.05379,0.930677,0.0,0
7.1733,1.013277,9.70021,-0.624513,1.68685,9.710316,-0.132582,-0.177678,-0.030993,-0.045268,0.930663,0.0,0
7.1833,1.006876,9.705192,-0.584495,1.635773,9.373384,-0.10319,-0.171201,-0.024904,-0.036194,0.930608,0.0,0
7.1933,1.000475,9.710173,-0.544477,1.584696,9.036452,-0.073798,-0.164723,-0.018815,-0.027121,0.930553,0.0,0
7.2033,0.991164,9.714535,-0.511999,1.530442,8.850685,-0.063159,-0.159393,-0.011579,-0.021585,0.930496,0.0,0
7.2133,0.976035,9.717656,-0.494598,1.469832,8.967248,-0.090027,-0.156356,-0.00205,-0.023124,0.930437,0.0,0
7.2233,0.960907,9.720778,-0.477198,1.409222,9.08381,-0.116896,-0.15332,0.007479,-0.024663,0.930377,0.0,0
7.2333,0.945778,9.723899,-0.459798,1.348612,9.200373,-0.143765,-0.150283,0.017008,-0.026202,0.930317,0.0,0
7.2433,0.941801,9.721901,-0.457731,1.278795,9.334297,-0.189106,-0.145983,0.027068,-0.028644,0.930259,0.0,0
7.2533,0.937825,9.719902,-0.455665,1.208978,9.468221,-0.234447,-0.141682,0.037127,-0.031085,0.930201,0.0,0
7.2633,0.933848,9.717904,-0.453598,1.139161,9.602144,-0.279788,-0.137382,0.047187,-0.033527,0.930142,0.0,0
7.2733,0.941794,9.71354,-0.442511,1.123675,9.677493,-0.294056,-0.132902,0.054259,-0.033997,0.930111,0.0,0
7.2833,0.955701,9.707994,-0.426915,1.135354,9.723555,-0.292788,-0.128333,0.059838,-0.033481,0.930095,0.0,0
7.2933,0.969609,9.702448,-0.411318,1.147032,9.769617,-0.29152,-0.123764,0.065417,-0.032965,0.930078,0.0,0
7.3033,0.981261,9.69892,-0.394968,1.159367,9.785881,-0.278415,-0.119618,0.070315,-0.032341,0.930064,0.0,0
7.3133,0.988405,9.699428,-0.377108,1.173014,9.74255,-0.241636,-0.116316,0.073851,-0.031499,0.930057,0.0,0
7.3233,0.995549,9.699935,-0.359248,1.186662,9.699219,-0.204858,-0.113015,0.077388,-0.030657,0.930049,0.0,0
7.3333,1.002692,9.700443,-0.341389,1.200309,9.655887,-0.168079,-0.109714,0.080925,-0.029815,0.930042,0.0,0
7.3433,1.013816,9.698762,-0.332349,1.200789,9.634502,-0.138681,-0.104377,0.08191,-0.02485,0.930034,0.0,0
7.3533,1.024939,9.697082,-0.323309,1.20127,9.613117,-0.109282,-0.09904,0.082896,-0.019886,0.930026,0.0,0
7.3633,1.036063,9.695401,-0.314269,1.20175,9.591732,-0.079884,-0.093703,0.083881,-0.014921,0.930018,0.0,0
7.3733,1.042655,9.695849,-0.300101,1.20654,9.580582,-0.065703,-0.0884,0.083211,-0.012574,0.930003,0.0,0
7.3833,1.046982,9.697362,-0.283369,1.213484,9.574549,-0.059131,-0.083114,0.081714,-0.011534,0.929985,0.0,0
7.3933,1.051309,9.698875,-0.266636,1.220429,9.568516,-0.052559,-0.077828,0.080216,-0.010495,0.929967,0.0,0
7.4033,1.060177,9.7,-0.248873,1.225841,9.563552,-0.044738,-0.072684,0.078691,-0.00885,0.929946,0.0,0
7.4133,1.078127,9.700351,-0.229048,1.228191,9.560725,-0.03442,-0.067827,0.07711,-0.005993,0.929917,0.0,0
7.4233,1.096077,9.700702,-0.209224,1.23054,9.557899,-0.024101,-0.062969,0.075529,-0.003136,0.929889,0.0,0
7.4333,1.114027,9.701052,-0.189399,1.232889,9.555073,-0.013782,-0.058111,0.073948,-0.000279,0.92986,0.0,0
7.4433,1.119959,9.702893,-0.173732,1.245532,9.547151,-0.004662,-0.054852,0.072031,0.002062,0.929817,0.0,0
7.4533,1.125891,9.704733,-0.158065,1.258176,9.539228,0.004459,-0.051593,0.070113,0.004403,0.929774,0.0,0
7.4633,1.131824,9.706574,-0.142399,1.270819,9.531306,0.013579,-0.048333,0.068195,0.006743,0.929731,0.0,0
7.4733,1.135444,9.707952,-0.140257,1.2862,9.522726,0.026289,-0.042288,0.065141,0.010432,0.929671,0.0,0
7.4833,1.137908,9.709099,-0.144878,1.30295,9.513818,0.040793,-0.034849,0.061519,0.014794,0.929602,0.0,0
7.4933,1.140371,9.710246,-0.149498,1.3197,9.50491,0.055298,-0.02741,0.057897,0.019156,0.929533,0.0,0
7.5033,1.147259,9.709641,-0.154955,1.337542,9.501853,0.065575,-0.020444,0.054448,0.022859,0.929452,0.0,0
7.5133,1.162995,9.705532,-0.162084,1.357566,9.510496,0.067398,-0.014421,0.051345,0.025242,0.929347,0.0,0
7.5233,1.178732,9.701423,-0.169212,1.37759,9.51914,0.069222,-0.008398,0.048242,0.027624,0.929241,0.0,0
7.5333,1.194468,9.697314,-0.176341,1.397614,9.527784,0.071045,-0.002376,0.045139,0.030007,0.929136,0.0,0
7.5433,1.202546,9.700118,-0.165504,1.413033,9.558803,0.041635,0.00679,0.041083,0.035324,0.928997,0.0,0
7.5533,1.210624,9.702923,-0.154667,1.428451,9.589822,0.012224,0.015956,0.037026,0.040641,0.928857,0.0,0
7.5633,1.218702,9.705728,-0.143829,1.443869,9.620842,-0.017186,0.025122,0.032969,0.045958,0.928718,0.0,0
7.5733,1.224434,9.710651,-0.137847,1.465524,9.645708,-0.056644,0.039686,0.029699,0.051872,0.928565,0.0,0
7.5833,1.228994,9.716634,-0.134292,1.490296,9.667497,-0.101124,0.056949,0.026823,0.058085,0.928404,0.0,0
7.5933,1.233553,9.722616,-0.130737,1.515069,9.689287,-0.145605,0.074212,0.023947,0.064297,0.928244,0.0,0
7.6033,1.236572,9.726553,-0.135579,1.546281,9.703774,-0.18544,0.092693,0.020338,0.070214,0.928077,0.0,0
7.6133,1.23651,9.726397,-0.157217,1.590369,9.703657,-0.215985,0.11361,0.015263,0.075538,0.927897,0.0,0
7.6233,1.236448,9.726241,-0.178855,1.634458,9.703539,-0.24653,0.134527,0.010188,0.080862,0.927718,0.0,0
7.6333,1.236387,9.726085,-0.200492,1.678547,9.703422,-0.277075,0.155445,0.005114,0.086187,0.927538,0.0,0
7.6433,1.237639,9.724838,-0.220794,1.722603,9.70689,-0.308995,0.178661,-0.002633,0.088019,0.927326,0.0,0
7.6533,1.23889,9.723591,-0.241096,1.766658,9.710359,-0.340915,0.201878,-0.010379,0.089851,0.927113,0.0,0
7.6633,1.240142,9.722344,-0.261397,1.810714,9.713828,-0.372835,0.225095,-0.018126,0.091682,0.926901,0.0,0
7.6733,1.237512,9.715172,-0.285631,1.8451,9.737869,-0.432391,0.248262,-0.024765,0.089655,0.92668,0.0,0
7.6833,1.232941,9.705036,-0.31183,1.874652,9.772197,-0.505766,0.271405,-0.030851,0.085699,0.926456,0.0,0
7.6933,1.22837,9.6949,-0.338029,1.904203,9.806524,-0.579141,0.294547,-0.036937,0.081742,0.926231,0.0,0
7.7033,1.226431,9.686221,-0.369336,1.931861,9.83557,-0.637521,0.315667,-0.041729,0.077195,0.925996,0.0,0
7.7133,1.229759,9.680453,-0.410858,1.95573,9.854053,-0.66591,0.33274,-0.043935,0.071469,0.925741,0.0,0
7.7233,1.233087,9.674686,-0.45238,1.979599,9.872535,-0.694299,0.349814,-0.04614,0.065742,0.925486,0.0,0
7.7333,1.236415,9.668919,-0.493901,2.003468,9.891018,-0.722687,0.366887,-0.048345,0.060016,0.92523,0.0,0
7.7433,1.230358,9.663803,-0.531693,2.009228,9.894384,-0.76913,0.374873,-0.047869,0.051669,0.924939,0.0,0
7.7533,1.224302,9.658687,-0.569485,2.014988,9.89775,-0.815572,0.38286,-0.047393,0.043322,0.924647,0.0,0
7.7633,1.218246,9.653572,-0.607278,2.020747,9.901116,-0.862015,0.390846,-0.046917,0.034975,0.924356,0.0,0
7.7733,1.215858,9.650106,-0.642229,1.927781,9.884287,-0.994004,0.398429,-0.045458,0.023783,0.924085,0.0,0
7.7833,1.215305,9.647465,-0.675759,1.785451,9.857361,-1.168767,0.405812,-0.043507,0.011169,0.923824,0.0,0
7.7933,1.214751,9.644825,-0.709289,1.643122,9.830435,-1.343529,0.413194,-0.041557,-0.001446,0.923563,0.0,0
7.8033,1.213914,9.642181,-0.745906,1.489204,9.786057,-1.509927,0.419488,-0.038917,-0.017857,0.92336,0.0,0
7.8133,1.212511,9.639532,-0.788693,1.312108,9.706775,-1.659596,0.423605,-0.0349,-0.041861,0.923272,0.0,0
7.8233,1.211108,9.636883,-0.831481,1.135012,9.627492,-1.809265,0.427723,-0.030883,-0.065865,0.923184,0.0,0
7.8333,1.209704,9.634234,-0.874268,0.957916,9.54821,-1.958933,0.431841,-0.026866,-0.089869,0.923096,0.0,0
7.8433,1.20507,9.617463,-0.916916,1.020679,9.547734,-1.832158,0.430457,-0.026309,-0.105566,0.923096,0.0,0
7.8533,1.200436,9.600693,-0.959563,1.083442,9.547258,-1.705382,0.429073,-0.025752,-0.121264,0.923096,0.0,0
7.8633,1.195802,9.583923,-1.002211,1.146205,9.546782,-1.578606,0.427689,-0.025196,-0.136961,0.923097,0.0,0
7.8733,1.200014,9.5761,-1.050434,1.164246,9.57938,-1.519806,0.421939,-0.025346,-0.147324,0.923039,0.0,0
7.8833,1.208648,9.572751,-1.101446,1.159928,9.628514,-1.494994,0.414006,-0.025851,-0.15502,0.922952,0.0,0
7.8933,1.217283,9.569402,-1.152458,1.155609,9.677648,-1.470182,0.406073,-0.026356,-0.162716,0.922866,0.0,0
7.9033,1.226687,9.564884,-1.196249,1.149725,9.717554,-1.468352,0.396381,-0.026827,-0.168867,0.922752,0.0,0
7.9133,1.237632,9.558028,-1.225601,1.140711,9.739002,-1.512483,0.38317,-0.027232,-0.171929,0.922584,0.0,0
7.9233,1.248576,9.551172,-1.254953,1.131696,9.76045,-1.556615,0.369958,-0.027636,-0.17499,0.922416,0.0,0
7.9333,1.259521,9.544316,-1.284305,1.122682,9.781898,-1.600746,0.356747,-0.028041,-0.178051,0.922248,0.0,0
7.9433,1.257584,9.546154,-1.315928,1.091873,9.719217,-1.715919,0.343014,-0.028428,-0.182168,0.922074,0.0,0
7.9533,1.255647,9.547991,-1.347551,1.061064,9.656537,-1.831092,0.329281,-0.028815,-0.186286,0.9219,0.0,0
7.9633,1.253709,9.549828,-1.379173,1.030255,9.593856,-1.946265,0.315547,-0.029202,-0.190403,0.921727,0.0,0
7.9733,1.259415,9.551903,-1.408208,1.137081,9.636725,-1.901345,0.299383,-0.029393,-0.18824,0.921511,0.0,0
7.9833,1.268941,9.554096,-1.43595,1.312724,9.732367,-1.776377,0.282004,-0.029486,-0.182937,0.921274,0.0,0
7.9933,1.278468,9.556289,-1.463691,1.488367,9.82801,-1.65141,0.264625,-0.029579,-0.177633,0.921037,0.0,0
8.0033,1.290261,9.558871,-1.493732,1.487682,9.810963,-1.684203,0.249102,-0.028172,-0.177458,0.920862,0.0,0
8.0133,1.306587,9.562233,-1.528369,1.134341,9.568537,-2.032517,0.237289,-0.023765,-0.187537,0.92081,0.0,0
8.0233,1.322912,9.565595,-1.563007,0.781,9.326111,-2.380831,0.225477,-0.019358,-0.197617,0.920759,0.0,0
8.0333,1.339238,9.568957,-1.597644,0.42766,9.083685,-2.729145,0.213665,-0.01495,-0.207697,0.920707,0.0,0
8.0433,1.339414,9.56978,-1.614766,0.998975,9.428478,-1.918451,0.20876,-0.029463,-0.210605,0.920211,0.0,0
8.0533,1.339589,9.570604,-1.631887,1.570291,9.77327,-1.107757,0.203856,-0.043975,-0.213513,0.919716,0.0,0
8.0633,1.339765,9.571428,-1.649008,2.141607,10.118063,-0.297062,0.198951,-0.058487,-0.216421,0.91922,0.0,0
8.0733,1.338395,9.565017,-1.659911,1.95376,9.921384,-0.674445,0.196524,-0.071201,-0.224427,0.918872,0.0,0
8.0833,1.336253,9.554988,-1.667704,1.386331,9.453971,-1.645866,0.195336,-0.083016,-0.23498,0.918596,0.0,0
8.0933,1.334111,9.544959,-1.675497,0.818903,8.986557,-2.617286,0.194148,-0.094831,-0.245534,0.91832,0.0,0
8.1033,1.332068,9.539902,-1.687986,0.425529,8.668724,-3.408476,0.190433,-0.097122,-0.263676,0.9183,0.0,0
8.1133,1.330225,9.544786,-1.709867,0.380265,8.650053,-3.839203,0.181663,-0.080362,-0.296991,0.918791,0.0,0
8.1233,1.328381,9.549671,-1.731748,0.335001,8.631381,-4.26993,0.172893,-0.063602,-0.330306,0.919282,0.0,0
8.1333,1.326538,9.554556,-1.753629,0.289737,8.61271,-4.700658,0.164123,-0.046842,-0.363622,0.919772,0.0,0
8.1433,1.31952,9.544599,-1.761594,0.963727,9.761655,-2.868279,0.137818,-0.05429,-0.374163,0.919769,0.0,0
8.1533,1.312503,9.534642,-1.769559,1.637718,10.910601,-1.035901,0.111512,-0.061737,-0.384705,0.919765,0.0,0
8.1633,1.305486,9.524685,-1.777524,2.311708,12.059546,0.796478,0.085207,-0.069185,-0.395247,0.919762,0.0,0
8.1733,1.302539,9.522873,-1.786493,2.133137,11.572261,0.753855,0.075234,-0.081299,-0.401113,0.919383,0.0,0
8.1833,1.301628,9.525133,-1.795966,1.528284,10.266861,-0.226269,0.073426,-0.095747,-0.404642,0.918816,0.0,0
8.1933,1.300717,9.527393,-1.805438,0.923432,8.961461,-1.206392,0.071619,-0.110195,-0.40817,0.91825,0.0,0
8.2033,1.299539,9.528408,-1.811967,0.385198,8.030856,-2.190755,0.069771,-0.118028,-0.418383,0.918003,0.0,0
8.2133,1.297827,9.526934,-1.812611,-0.0198,7.849842,-3.183596,0.067841,-0.112631,-0.441963,0.918393,0.0,0
8.2233,1.296115,9.525459,-1.813255,-0.424798,7.668827,-4.176437,0.065911,-0.107233,-0.465543,0.918784,0.0,0
8.2333,1.294403,9.523984,-1.813898,-0.829796,7.487813,-5.169278,0.063982,-0.101836,-0.489123,0.919175,0.0,0
8.2433,1.289749,9.522985,-1.797413,0.199266,9.037005,-3.158844,0.048089,-0.107934,-0.478642,0.919178,0.0,0
8.2533,1.285095,9.521986,-1.780928,1.228329,10.586196,-1.14841,0.032196,-0.114032,-0.468161,0.919181,0.0,0
8.2633,1.280441,9.520988,-1.764443,2.257392,12.135388,0.862023,0.016303,-0.12013,-0.45768,0.919184,0.0,0
8.2733,1.268943,9.526764,-1.755644,2.187921,11.78859,0.78605,0.012723,-0.13163,-0.446713,0.918853,0.0,0
8.2833,1.254023,9.535929,-1.750689,1.569184,10.493798,-0.333127,0.015301,-0.14583,-0.435504,0.918354,0.0,0
8.2933,1.239103,9.545094,-1.745733,0.950447,9.199006,-1.452304,0.017878,-0.16003,-0.424295,0.917856,0.0,0
8.3033,1.226996,9.553695,-1.74775,0.453077,8.306977,-2.362975,0.022101,-0.167606,-0.419466,0.917581,0.0,0
8.3133,1.220512,9.561171,-1.763711,0.198441,8.220472,-2.856633,0.029614,-0.161934,-0.427398,0.91775,0.0,0
8.3233,1.214028,9.568646,-1.779673,-0.056196,8.133967,-3.350292,0.037128,-0.156261,-0.435331,0.91792,0.0,0
8.3333,1.207544,9.576122,-1.795634,-0.310832,8.047462,-3.84395,0.044641,-0.150589,-0.443263,0.918089,0.0,0
8.3433,1.191139,9.575381,-1.785903,0.562605,9.003096,-2.21557,0.041702,-0.158689,-0.446173,0.917724,0.0,0
8.3533,1.174733,9.57464,-1.776172,1.436042,9.958729,-0.58719,0.038762,-0.166789,-0.449083,0.917359,0.0,0
8.3633,1.158327,9.5739,-1.766441,2.30948,10.914362,1.041191,0.035822,-0.174889,-0.451993,0.916994,0.0,0
8.3733,1.148997,9.570377,-1.76332,2.205478,10.712491,0.691245,0.038369,-0.189767,-0.444526,0.916547,0.0,0
8.3833,1.143206,9.565464,-1.763504,1.612756,9.931866,-0.647863,0.043659,-0.208034,-0.43187,0.916058,0.0,0
8.3933,1.137414,9.560551,-1.763688,1.020035,9.151242,-1.986971,0.048948,-0.226301,-0.419214,0.915569,0.0,0
8.4033,1.129254,9.55493,-1.767597,0.479654,8.626507,-2.966877,0.054655,-0.234359,-0.415501,0.915321,0.0,0
8.4133,1.116357,9.547892,-1.778954,0.043955,8.61355,-3.228379,0.061194,-0.221999,-0.429675,0.915554,0.0,0
8.4233,1.10346,9.540854,-1.790311,-0.391744,8.600593,-3.48988,0.067733,-0.209639,-0.443848,0.915786,0.0,0
8.4333,1.090563,9.533816,-1.801669,-0.827444,8.587636,-3.751381,0.074272,-0.197279,-0.458022,0.916019,0.0,0
8.4433,1.073727,9.542549,-1.811365,0.320866,9.40232,-2.441115,0.0684,-0.189746,-0.437875,0.915805,0.0,0
8.4533,1.05689,9.551282,-1.82106,1.469175,10.217003,-1.130848,0.062529,-0.182212,-0.417729,0.915592,0.0,0
8.4633,1.040054,9.560015,-1.830756,2.617484,11.031687,0.179418,0.056658,-0.174678,-0.397582,0.915378,0.0,0
8.4733,1.023616,9.566392,-1.832253,2.467578,10.840942,-0.028577,0.053305,-0.176359,-0.376657,0.915078,0.0,0
8.4833,1.007378,9.57159,-1.82965,1.668563,10.147483,-0.995702,0.051212,-0.182647,-0.355344,0.914736,0.0,0
8.4933,0.99114,9.576788,-1.827047,0.869549,9.454025,-1.962827,0.049119,-0.188935,-0.33403,0.914393,0.0,0
8.5033,0.976505,9.580432,-1.830483,0.206805,8.946189,-2.72536,0.047644,-0.186935,-0.323705,0.914258,0.0,0
8.5133,0.965075,9.580966,-1.845994,-0.1834,8.809602,-3.078708,0.047404,-0.168359,-0.335356,0.914539,0.0,0
8.5233,0.953646,9.5815,-1.861505,-0.573605,8.673014,-3.432056,0.047164,-0.149783,-0.347008,0.91482,0.0,0
8.5333,0.942216,9.582034,-1.877016,-0.96381,8.536426,-3.785404,0.046925,-0.131207,-0.35866,0.9151,0.0,0
8.5433,0.93814,9.577366,-1.866875,0.248435,9.361887,-2.395937,0.04004,-0.127415,-0.341385,0.914929,0.0,0
8.5533,0.934065,9.572699,-1.856734,1.46068,10.187347,-1.006471,0.033155,-0.123622,-0.32411,0.914758,0.0,0
8.5633,0.929989,9.568031,-1.846593,2.672925,11.012808,0.382996,0.02627,-0.119829,-0.306835,0.914587,0.0,0
8.5733,0.918515,9.56524,-1.838047,2.539489,10.811803,0.186777,0.022833,-0.124395,-0.288925,0.914293,0.0,0
8.5833,0.903341,9.563387,-1.8303,1.733212,10.097565,-0.802285,0.02112,-0.13314,-0.270698,0.913937,0.0,0
8.5933,0.888168,9.561534,-1.822553,0.926935,9.383328,-1.791347,0.019407,-0.141885,-0.25247,0.913581,0.0,0
8.6033,0.874822,9.564776,-1.817839,0.254022,8.869128,-2.590579,0.019105,-0.141956,-0.245444,0.913437,0.0,0
8.6133,0.865131,9.578209,-1.819194,-0.152163,8.755004,-3.010153,0.021624,-0.124681,-0.260822,0.913719,0.0,0
8.6233,0.855439,9.591641,-1.820548,-0.558348,8.640881,-3.429727,0.024143,-0.107406,-0.2762,0.914,0.0,0
8.6333,0.845748,9.605074,-1.821902,-0.964533,8.526757,-3.849301,0.026661,-0.090131,-0.291578,0.914281,0.0,0
8.6433,0.834583,9.599749,-1.815854,0.249937,9.363877,-2.419464,0.021904,-0.085181,-0.273793,0.914117,0.0,0
8.6533,0.823419,9.594423,-1.809806,1.464406,10.200996,-0.989627,0.017146,-0.080231,-0.256008,0.913953,0.0,0
8.6633,0.812254,9.589098,-1.803758,2.678876,11.038116,0.440209,0.012389,-0.075282,-0.238223,0.913789,0.0,0
8.6733,0.807117,9.58646,-1.795869,2.530062,10.839415,0.249561,0.009435,-0.079063,-0.220303,0.913504,0.0,0
8.6833,0.804994,9.585164,-1.787059,1.699607,10.122805,-0.75133,0.007384,-0.087211,-0.202315,0.913159,0.0,0
8.6933,0.802871,9.583869,-1.77825,0.869152,9.406194,-1.75222,0.005333,-0.095358,-0.184327,0.912815,0.0,0
8.7033,0.798139,9.588667,-1.772269,0.174977,8.883979,-2.585009,0.005158,-0.095494,-0.179458,0.912695,0.0,0
8.7133,0.788188,9.605654,-1.771947,-0.246639,8.750554,-3.081595,0.008735,-0.079605,-0.200826,0.913027,0.0,0
8.7233,0.778237,9.62264,-1.771625,-0.668255,8.617129,-3.57818,0.012313,-0.063717,-0.222194,0.913359,0.0,0
8.7333,0.768286,9.639626,-1.771303,-1.089871,8.483704,-4.074766,0.01589,-0.047829,-0.243563,0.91369,0.0,0
8.7433,0.771471,9.634641,-1.76508,0.228011,9.360945,-2.463754,0.01057,-0.046347,-0.229867,0.913529,0.0,0
8.7533,0.774655,9.629656,-1.758857,1.545894,10.238186,-0.852743,0.00525,-0.044865,-0.216172,0.913367,0.0,0
8.7633,0.777839,9.624672,-1.752633,2.863776,11.115428,0.758269,-7e-05,-0.043384,-0.202477,0.913205,0.0,0
8.7733,0.778133,9.62356,-1.747872,2.714751,10.920332,0.642658,-0.001178,-0.050506,-0.188748,0.912851,0.0,0
8.7833,0.776981,9.624385,-1.743842,1.832272,10.189069,-0.336264,-0.000179,-0.061932,-0.175003,0.912401,0.0,0
8.7933,0.775829,9.625211,-1.739812,0.949793,9.457806,-1.315185,0.000819,-0.073357,-0.161258,0.911951,0.0,0
8.8033,0.772433,9.625598,-1.738443,0.227625,8.910876,-2.191167,0.003204,-0.076098,-0.158642,0.911721,0.0,0
8.8133,0.764549,9.625111,-1.742399,-0.173921,8.732613,-2.861269,0.008362,-0.06147,-0.178285,0.911931,0.0,0
8.8233,0.756665,9.624624,-1.746355,-0.575466,8.554351,-3.53137,0.01352,-0.046841,-0.197927,0.912141,0.0,0
8.8333,0.748781,9.624136,-1.750311,-0.977012,8.376088,-4.201472,0.018678,-0.032213,-0.21757,0.912351,0.0,0
8.8433,0.750814,9.624203,-1.740118,0.281473,9.313951,-2.582046,0.014717,-0.032588,-0.205983,0.912103,0.0,0
8.8533,0.752846,9.62427,-1.729924,1.539957,10.251815,-0.962621,0.010756,-0.032962,-0.194397,0.911855,0.0,0
8.8633,0.754879,9.624337,-1.719731,2.798442,11.189678,0.656804,0.006794,-0.033336,-0.18281,0.911607,0.0,0
8.8733,0.754386,9.626758,-1.718832,2.671589,11.00135,0.534681,0.004564,-0.039712,-0.16935,0.911187,0.0,0
8.8833,0.75263,9.630355,-1.72258,1.852067,10.249925,-0.458215,0.0032,-0.049089,-0.154953,0.91068,0.0,0
8.8933,0.750874,9.633953,-1.726329,1.032544,9.498501,-1.451112,0.001836,-0.058466,-0.140555,0.910173,0.0,0
8.9033,0.74739,9.636116,-1.729853,0.353431,8.949779,-2.317104,0.001771,-0.060433,-0.136385,0.909889,0.0,0
8.9133,0.740447,9.635411,-1.732927,-0.044867,8.806463,-2.929286,0.004303,-0.047578,-0.152668,0.910051,0.0,0
8.9233,0.733505,9.634706,-1.736001,-0.443164,8.663146,-3.541469,0.006836,-0.034723,-0.168951,0.910214,0.0,0
8.9333,0.726562,9.634001,-1.739075,-0.841461,8.51983,-4.153651,0.009369,-0.021868,-0.185234,0.910376,0.0,0
8.9433,0.733364,9.628954,-1.736084,0.350904,9.430415,-2.48227,0.007178,-0.024448,-0.175162,0.910037,0.0,0
8.9533,0.740166,9.623907,-1.733094,1.543269,10.341,-0.810889,0.004988,-0.027028,-0.165091,0.909698,0.0,0
8.9633,0.746967,9.618859,-1.730104,2.735634,11.251584,0.860492,0.002798,-0.029608,-0.155019,0.90936,0.0,0
8.9733,0.754046,9.620022,-1.722438,2.633503,11.055943,0.759674,0.00103,-0.03916,-0.139303,0.908792,0.0,0
8.9833,0.761264,9.62429,-1.712436,1.884124,10.307189,-0.227244,-0.000528,-0.0522,-0.120765,0.908109,0.0,0
8.9933,0.768482,9.628558,-1.702433,1.134744,9.558434,-1.214162,-0.002085,-0.065239,-0.102226,0.907426,0.0,0
9.0033,0.773916,9.633657,-1.694294,0.506933,9.020655,-2.097253,-0.002749,-0.068576,-0.093574,0.906959,0.0,0
9.0133,0.775782,9.640419,-1.689882,0.122258,8.904825,-2.77269,-0.001629,-0.05251,-0.104696,0.906921,0.0,0
9.0233,0.777647,9.64718,-1.685471,-0.262418,8.788996,-3.448128,-0.000508,-0.036445,-0.115817,0.906884,0.0,0
9.0333,0.779513,9.653942,-1.681059,-0.647093,8.673167,-4.123565,0.000613,-0.020379,-0.126938,0.906847,0.0,0
9.0433,0.774494,9.652097,-1.676137,0.385614,9.497601,-2.362769,0.001849,-0.023211,-0.123509,0.906233,0.0,0
9.0533,0.769476,9.650251,-1.671214,1.41832,10.322035,-0.601974,0.003085,-0.026044,-0.12008,0.905619,0.0,0
9.0633,0.764457,9.648406,-1.666292,2.451027,11.146469,1.158822,0.004321,-0.028877,-0.116651,0.905005,0.0,0
9.0733,0.760815,9.649355,-1.668477,2.372044,10.957948,1.003793,0.006159,-0.036658,-0.099994,0.90414,0.0,0
9.0833,0.757862,9.651702,-1.674216,1.737215,10.262948,-0.109147,0.008298,-0.046914,-0.076722,0.90315,0.0,0
9.0933,0.754908,9.654048,-1.679955,1.102387,9.567949,-1.222087,0.010436,-0.05717,-0.05345,0.902159,0.0,0
9.1033,0.753336,9.652286,-1.68706,0.566018,9.098848,-2.218512,0.013591,-0.056584,-0.040365,0.901397,0.0,0
9.1133,0.754528,9.642308,-1.696897,0.226569,9.081543,-2.981907,0.018779,-0.034312,-0.047654,0.901091,0.0,0
9.1233,0.75572,9.632329,-1.706734,-0.112881,9.064238,-3.745302,0.023967,-0.01204,-0.054942,0.900785,0.0,0
9.1333,0.756911,9.62235,-1.716571,-0.452331,9.046934,-4.508698,0.029155,0.010231,-0.062231,0.90048,0.0,0
